symbol,SL31505,SL31508,SL32268,SL6670,SL7380
LOC101929124,2,2,6,9,3
LOC101929141,0,1,0,0,1
LOC101929148,0,0,0,0,0
LOC101929162,10,7,16,32,24
LOC101929172,0,0,0,0,0
LOC101929210,0,1,1,0,0
LOC101929217,0,0,0,0,0
LOC101929227,18,13,12,47,11
LOC101929237,28,6,11,9,20
LOC101929240,138,114,131,280,207
LOC101929268,2,0,1,6,4
LOC101929269,4,3,5,19,12
LOC101929290,22,16,13,49,27
LOC101929295,50,39,51,74,112
LOC101929297,0,0,0,0,0
LOC101929308,1,0,0,1,1
LOC101929315,0,1,0,0,0
LOC101929331,5,2,11,7,7
LOC101929340,48,70,34,107,45
LOC101929341,1,1,8,10,4
LOC101929353,20,29,8,86,20
LOC101929413,0,0,0,0,1
LOC101929415,16,37,17,94,108
LOC101929420,2,0,0,0,2
LOC101929427,4,4,4,24,9
LOC101929439,8,2,8,13,16
LOC101929452,27,25,19,47,20
LOC101929457,25,8,19,15,26
LOC101929460,0,0,0,0,1
LOC101929470,0,1,0,0,2
LOC101929473,43,59,41,122,96
LOC101929488,0,0,1,0,0
LOC101929524,5,1,9,9,7
LOC101929528,0,0,0,0,0
LOC101929532,0,1,1,1,0
LOC101929536,9,11,18,20,23
LOC101929538,13,6,5,16,14
LOC101929551,1,0,1,1,0
LOC101929552,15,18,17,17,30
LOC101929574,0,3,5,2,9
LOC101929577,5,9,2,13,14
LOC101929583,0,1,0,2,0
LOC101929586,7,25,4,72,25
LOC101929598,0,0,0,0,0
LOC101929626,0,1,2,0,4
LOC101929653,77,38,61,100,49
LOC101929662,0,0,0,0,0
LOC101929705,73,59,67,99,152
LOC101929709,43,33,61,76,58
LOC101929710,3,1,3,6,3
LOC101929718,1,3,0,2,1
LOC101929719,44,41,93,67,50
LOC101929759,7,4,5,18,30
LOC101929773,0,0,0,0,0
LOC101930041,0,0,0,0,0
LOC101930085,415,237,298,596,851
LOC101930094,5,5,2,3,3
LOC101930275,25,32,37,63,86
LOC101930370,76,36,65,79,108
LOC101930421,498,81,287,416,341
LOC102031319,3,4,1,4,1
LOC102467222,0,0,0,0,0
LOC102546229,5,7,1,25,8
LOC102546294,11,7,18,29,28
LOC102546299,43,86,55,111,172
LOC102606465,65,54,88,109,137
LOC102723313,21,23,14,24,35
LOC102723322,5,5,6,12,6
LOC102723335,3,3,2,3,7
LOC102723385,3,2,4,6,7
LOC102723427,0,0,0,0,1
LOC102723536,1,0,3,1,1
LOC102723544,5,1,1,2,0
LOC102723566,193,174,277,364,238
LOC102723604,1,1,2,2,8
LOC102723692,2,2,0,2,0
LOC102723701,11,12,24,11,24
LOC102723786,0,0,0,0,0
LOC102723809,15,17,10,27,29
LOC102723838,0,0,0,0,0
LOC102723883,0,0,0,1,1
LOC102723968,1,0,0,0,0
LOC102723971,0,0,0,0,0
LOC102724020,0,0,0,0,0
LOC102724050,0,0,0,7,3
LOC102724057,6,7,6,13,15
LOC102724064,43,61,69,74,62
LOC102724153,0,0,0,1,0
LOC102724163,1,1,7,5,14
LOC102724178,0,1,1,0,0
LOC102724238,0,1,0,2,2
LOC102724265,15,12,21,31,43
LOC102724301,5,2,17,10,7
LOC102724323,10,6,15,11,10
LOC102724330,46,53,47,61,120
LOC102724357,0,0,0,0,0
LOC102724421,2,4,3,9,4
LOC102724434,2,1,0,1,1
LOC102724452,0,8,0,3,3
LOC102724511,0,0,0,1,1
LOC102724532,79,57,92,209,151
LOC102724593,189,515,281,322,398
LOC102724612,0,0,1,0,0
LOC102724684,4,1,0,2,1
LOC102724700,0,0,0,0,0
LOC102724710,0,0,2,0,0
LOC102724719,0,1,1,1,3
LOC102724776,8,7,6,13,9
LOC102724814,5,9,12,19,8
LOC102724849,0,0,0,0,0
LOC102724908,0,3,0,0,1
LOC102724929,0,0,1,1,1
LOC102724934,2,5,4,2,3
LOC102725019,0,0,0,0,0
LOC102725072,1,1,2,6,1
LOC102725191,0,17,26,6,14
LOC102725254,2,1,0,5,0
LOC102725532,0,0,0,0,0
LOC103171574,0,4,0,0,4
LOC103344931,686,795,596,1000,1690
LOC104613533,0,0,0,0,0
LOC104968399,4,2,2,3,9
LOC105274304,4,8,5,12,12
LOC105369147,70,70,114,123,177
LOC105369187,0,0,0,0,2
LOC105369201,66,65,60,60,133
LOC105369203,34,14,10,11,21
LOC105369306,56,30,76,136,101
LOC105369332,1,4,4,8,5
LOC105369362,3,4,4,6,3
LOC105369391,23,21,16,42,34
LOC105369438,1,9,6,4,2
LOC105369507,4,1,1,14,17
LOC105369519,1,1,1,0,2
LOC105369614,0,0,0,0,1
LOC105369728,0,0,1,0,0
LOC105369748,65,29,71,63,93
LOC105369760,8,5,7,11,8
LOC105369779,300,98,371,296,330
LOC105369911,15,19,17,14,17
LOC105369921,0,4,4,1,2
LOC105369980,109,110,52,117,79
LOC105370024,1,4,2,1,2
LOC105370027,13,7,13,5,7
LOC105370105,6,6,3,3,9
LOC105370401,2,0,1,0,6
LOC105370409,0,0,0,0,0
LOC105370473,0,0,0,0,0
LOC105370489,1,4,0,6,7
LOC105370531,2,0,1,0,2
LOC105370586,2,3,6,6,8
LOC105370616,1,0,0,1,0
LOC105370622,1,1,0,1,1
LOC105370791,2,1,6,4,2
LOC105370792,28,9,24,21,37
LOC105370802,2,0,1,7,5
LOC105370829,0,0,0,1,0
LOC105370854,6,24,12,59,60
LOC105370906,7,2,3,8,11
LOC105370941,15,25,39,40,80
LOC105370954,2,5,0,15,13
LOC105370969,0,2,2,0,2
LOC105371006,0,0,1,1,0
LOC105371022,16,6,11,8,33
LOC105371046,7,3,3,4,2
LOC105371049,10,17,34,37,34
LOC105371050,17,32,18,31,34
LOC105371083,2,0,2,1,2
LOC105371084,5,6,7,15,10
LOC105371200,0,0,0,0,0
LOC105371264,0,0,0,0,1
LOC105371286,9,25,19,33,34
LOC105371335,0,1,0,0,0
LOC105371414,32,45,58,97,62
LOC105371430,0,1,0,0,0
LOC105371458,0,0,0,0,0
LOC105371485,17,30,26,45,25
LOC105371508,0,0,0,0,0
LOC105371592,16,13,11,20,20
LOC105371730,9,2,5,8,4
LOC105371789,3,5,2,7,10
LOC105371795,5,6,11,10,9
LOC105371814,11,8,16,18,13
LOC105371824,10,7,15,50,15
LOC105371849,4,3,9,4,12
LOC105371855,15,7,5,9,9
LOC105371899,21,21,8,48,16
LOC105371967,10,27,26,42,22
LOC105372035,1,1,3,4,2
LOC105372041,0,0,0,3,2
LOC105372068,1,5,1,12,6
LOC105372069,3,0,0,2,3
LOC105372143,0,0,1,0,1
LOC105372179,2,3,0,5,6
LOC105372233,6,4,11,4,14
LOC105372244,2,0,0,3,0
LOC105372273,15,17,38,41,19
LOC105372316,1,2,3,16,7
LOC105372321,119,110,158,338,288
LOC105372352,14,5,16,26,25
LOC105372397,0,0,2,0,0
LOC105372414,0,1,0,1,0
LOC105372440,3,2,6,5,4
LOC105372441,0,0,0,0,0
LOC105372482,164,164,149,264,224
LOC105372672,0,0,1,0,0
LOC105372971,5,0,2,1,7
LOC105372988,0,0,0,0,0
LOC105373100,2,5,3,4,4
LOC105373159,15,22,14,30,40
LOC105373343,0,0,0,0,0
LOC105373352,2,0,1,2,6
LOC105373383,38,25,42,28,36
LOC105373416,0,0,0,0,0
LOC105373496,1,0,0,2,0
LOC105373524,0,0,0,0,0
LOC105373525,0,0,1,0,1
LOC105373757,0,0,0,1,0
LOC105373805,11,6,3,10,11
LOC105373876,3,4,1,5,4
LOC105373958,4,4,4,3,6
LOC105374042,1,0,2,0,0
LOC105374114,3,1,1,1,4
LOC105374171,0,0,0,0,0
LOC105374312,4,10,3,4,5
LOC105374344,7,10,5,22,34
LOC105374428,0,0,0,0,0
LOC105374438,2,1,0,2,2
LOC105374461,1,0,0,0,1
LOC105374516,10,18,15,42,23
LOC105374524,0,0,1,0,0
LOC105374618,12,24,32,62,26
LOC105374647,0,0,0,0,0
LOC105374758,19,19,30,38,28
LOC105375050,0,0,0,0,0
LOC105375095,3,1,7,4,4
LOC105375115,0,0,0,2,1
LOC105375166,0,0,0,0,0
LOC105375224,0,0,1,0,0
LOC105375266,0,0,0,0,0
LOC105375267,0,0,0,0,1
LOC105375297,0,0,0,0,0
LOC105375304,15,11,11,8,33
LOC105375341,0,0,0,0,0
LOC105375483,50,8,23,24,11
LOC105375519,10,21,8,37,36
LOC105375556,2,4,4,14,3
LOC105375589,0,0,0,0,0
LOC105375614,26,17,11,25,77
LOC105375624,12,23,15,26,34
LOC105375638,0,0,0,0,0
LOC105375700,2,4,5,8,4
LOC105375743,1,1,2,0,1
LOC105375744,0,1,0,3,1
LOC105375750,0,0,0,0,0
LOC105375787,0,1,3,3,1
LOC105375814,0,0,0,0,0
LOC105375843,0,1,0,2,1
LOC105375851,0,1,0,2,1
LOC105375861,0,0,0,0,0
LOC105375903,4,3,1,2,11
LOC105375924,5,3,9,13,14
LOC105375971,0,0,0,0,1
LOC105375972,0,0,0,1,0
LOC105376114,45,31,43,75,87
LOC105376116,0,0,0,0,0
LOC105376171,1,3,6,2,3
LOC105376199,0,0,1,1,1
LOC105376276,2,0,2,0,2
LOC105376291,3,5,8,6,5
LOC105376334,0,0,0,0,0
LOC105376453,8,3,6,5,4
LOC105376654,6,16,31,12,15
LOC105376731,7,16,5,6,18
LOC105376748,36,25,45,26,47
LOC105376805,5,6,3,3,9
LOC105377003,4,5,3,5,11
LOC105377213,0,0,0,0,1
LOC105377267,0,1,0,0,0
LOC105377448,1,0,4,2,3
LOC105377480,2,0,1,0,2
LOC105377488,0,0,0,0,0
LOC105377590,6,8,9,14,15
LOC105377603,0,0,0,0,0
LOC105377623,6,9,6,19,15
LOC105377959,0,0,0,0,0
LOC105378013,0,0,0,0,0
LOC105378044,1,2,2,3,2
LOC105378052,0,1,0,0,0
LOC105378066,0,0,0,0,0
LOC105378083,46,52,62,86,87
LOC105378137,0,1,1,4,1
LOC105378208,0,0,0,0,0
LOC105378231,7,6,23,18,9
LOC105378242,0,0,0,0,0
LOC105378311,3,3,2,11,3
LOC105378318,0,0,1,1,1
LOC105378328,0,0,0,0,0
LOC105378464,0,0,1,1,1
LOC105378499,0,0,0,0,0
LOC105378591,0,1,0,0,1
LOC105378614,2,0,1,2,4
LOC105378663,44,35,48,63,56
LOC105378721,23,19,28,43,35
LOC105378933,0,0,0,0,0
LOC105379030,0,0,1,0,0
LOC105379109,0,0,0,0,0
LOC105379194,0,5,0,8,3
LOC105379196,0,0,1,0,1
LOC105379301,0,0,0,0,1
LOC105379391,0,0,0,0,0
LOC106050037,1,0,6,4,2
LOC106660606,28,32,48,45,38
LOC106699570,14,11,8,9,13
LOC107984208,0,1,0,0,0
LOC107984285,18,16,18,22,27
LOC107984360,15,8,9,16,12
LOC107984367,0,0,0,0,0
LOC107984399,2,0,2,10,10
LOC107984450,20,13,29,37,39
LOC107984660,3,7,16,10,13
LOC107984704,0,0,0,0,2
LOC107984761,2,1,8,4,6
LOC107984784,0,2,0,0,0
LOC107984813,41,31,31,57,49
LOC107984827,17,12,15,49,13
LOC107984875,18,6,18,19,12
LOC107984893,0,2,4,0,1
LOC107984969,18,12,18,42,47
LOC107985040,94,75,111,149,170
LOC107985075,8,26,9,27,26
LOC107985097,3,2,7,10,5
LOC107985113,0,0,0,0,0
LOC107985122,1,3,3,0,2
LOC107985131,0,1,2,3,5
LOC107985164,2,0,5,1,1
LOC107985216,36,24,136,183,79
LOC107985222,0,1,0,1,0
LOC107985246,20,7,11,19,12
LOC107985432,0,0,0,0,0
LOC107985433,22,8,13,128,46
LOC107985453,0,0,0,0,0
LOC107985557,0,1,0,0,0
LOC107985579,0,0,0,1,0
LOC107985629,0,0,1,0,1
LOC107985640,0,0,0,0,0
LOC107985643,0,0,0,0,0
LOC107985659,0,0,0,0,0
LOC107985688,4,0,11,5,6
LOC107985801,0,0,0,0,0
LOC107985820,1,11,7,9,8
LOC107986032,4,0,1,2,2
LOC107986039,0,0,0,0,0
LOC107986114,4,23,19,22,34
LOC107986115,0,1,0,0,0
LOC107986163,33,25,29,31,86
LOC107986208,2,7,5,22,15
LOC107986237,0,0,0,0,0
LOC107986321,19,25,20,9,114
LOC107986375,0,0,0,0,0
LOC107986400,0,0,0,0,0
LOC107986412,16,31,42,45,47
LOC107986453,11,9,7,14,41
LOC107986878,0,0,0,0,0
LOC107986898,37,41,26,151,130
LOC107987013,0,0,0,1,0
LOC107987032,0,0,0,1,0
LOC107987035,0,0,0,1,0
LOC107987232,0,0,0,0,0
LOC107987327,0,0,0,0,0
LOC107987328,0,0,0,0,0
LOC107987329,0,0,0,0,0
LOC107987420,0,0,0,0,0
LOC108783654,2,5,5,5,3
LOC111501764,0,0,0,0,0
LOC112267871,13,31,34,50,51
LOC112267895,12,2,2,3,1
LOC112267897,0,0,0,0,0
LOC112267949,0,0,0,0,0
LOC112267983,40,61,70,93,98
LOC112267990,3,1,4,1,1
LOC112268018,0,0,0,0,0
LOC112268032,0,0,0,1,0
LOC112268124,20,10,21,14,19
LOC112268173,0,0,0,1,0
LOC112268176,2,1,3,4,1
LOC112268242,0,0,0,0,0
LOC112268269,0,0,0,0,0
LOC112268389,32,157,1,170,66
LOC112268408,1,0,4,0,2
LOC112268410,1,0,1,1,1
LOC112268411,1,6,18,5,12
LOC112268441,0,0,0,0,0
LOC112268475,0,0,0,0,0
LOC114841040,2,3,1,2,3
LOC115308161,63,73,43,115,236
LOC117779438,7,1,2,5,1
LOC121296,0,0,0,0,0
LOC128136,0,0,0,1,1
LOC133332,0,3,1,9,4
LOC145694,8,6,6,8,8
LOC149844,0,0,0,10,3
LOC149935,2,0,0,4,0
LOC150051,10,10,11,13,19
LOC152048,0,0,0,0,0
LOC152845,0,0,0,0,0
LOC153684,39,55,61,100,84
LOC153910,0,1,1,1,1
LOC154449,4,2,2,3,5
LOC154761,2,0,3,4,5
LOC155060,89,119,107,199,163
LOC157273,7,6,4,14,12
LOC171391,109,157,186,246,164
LOC196469,0,1,1,3,2
LOC220729,628,620,522,979,1291
LOC254028,0,4,1,15,5
LOC257396,144,153,140,176,315
LOC283038,5,4,11,1,5
LOC283194,0,4,4,2,0
LOC283214,0,1,1,4,3
LOC283299,0,0,0,0,0
LOC283335,417,166,763,459,496
LOC283387,5,4,1,3,3
LOC283710,21,11,47,57,38
LOC283731,61,185,149,338,220
LOC283804,0,0,0,0,0
LOC283856,58,51,97,88,147
LOC283922,121,193,166,248,139
LOC284191,3,7,2,15,5
LOC284241,4,2,3,2,5
LOC284344,2,0,0,1,3
LOC284379,1,1,1,0,0
LOC284395,146,206,259,278,267
LOC284685,8,12,28,39,37
LOC284788,0,0,0,0,0
LOC284798,61,139,51,165,324
LOC284898,4,5,1,19,12
LOC284930,0,0,1,1,0
LOC285453,0,0,0,0,0
LOC285593,25,29,29,35,35
LOC285626,8,11,1,7,22
LOC285638,8,4,3,3,7
LOC285766,3,2,2,4,2
LOC285804,0,0,0,0,0
LOC286059,1,0,1,1,0
LOC286177,0,0,0,0,1
LOC286178,1,4,8,8,18
LOC317727,12,15,12,34,20
LOC338694,5,3,3,5,3
LOC338963,11,10,16,14,14
LOC339059,65,91,142,282,92
LOC339192,225,229,177,399,335
LOC339260,11,31,47,65,41
LOC339298,1,1,0,0,2
LOC339666,13,7,8,12,17
LOC339685,3,0,4,5,6
LOC339803,115,126,274,170,356
LOC339874,21,13,32,25,21
LOC339966,2,0,3,3,2
LOC340268,2,4,7,1,0
LOC340357,0,0,1,0,1
LOC340512,5,1,3,2,9
LOC342443,0,0,0,2,0
LOC343052,9,7,3,9,6
LOC344967,2,2,3,5,7
LOC345471,0,0,1,1,0
LOC345576,0,2,0,0,1
LOC347097,0,0,0,0,0
LOC349160,0,1,4,2,1
LOC359819,0,0,0,1,0
LOC374443,9,10,17,26,31
LOC375196,14,6,10,10,19
LOC388242,0,0,0,1,0
LOC388282,0,0,1,3,6
LOC389199,1,2,8,3,0
LOC389602,0,0,0,0,0
LOC389641,2,1,1,0,2
LOC390251,0,0,0,0,0
LOC390282,0,1,0,1,0
LOC390846,0,0,0,0,0
LOC390877,2,8,3,8,1
LOC391092,0,0,0,1,1
LOC391636,0,1,0,0,0
LOC391674,2,2,5,9,8
LOC391711,7,1,14,9,8
LOC391713,0,0,0,0,0
LOC391741,0,0,0,1,2
LOC391768,0,0,0,0,0
LOC391798,0,1,1,0,0
LOC392027,0,0,0,0,0
LOC392180,0,1,0,2,0
LOC392187,0,1,0,0,0
LOC392196,3,4,0,18,6
LOC392266,18,23,27,56,37
LOC392436,0,0,0,0,0
LOC392440,0,0,0,0,0
LOC392555,0,0,0,0,0
LOC392787,0,0,0,1,1
LOC400026,0,0,0,0,0
LOC400036,1,1,0,5,1
LOC400174,1,2,2,8,4
LOC400347,0,1,1,1,0
LOC400499,78,111,185,121,112
LOC400541,254,246,298,699,589
LOC400553,23,19,150,39,24
LOC400622,19,55,43,49,60
LOC400627,18,65,35,40,54
LOC400684,8,4,8,15,13
LOC400710,26,39,36,54,79
LOC401040,0,0,3,0,1
LOC401127,36,13,30,55,33
LOC401463,0,2,7,7,7
LOC401589,0,0,0,0,1
LOC401677,0,0,0,0,0
LOC401703,3,1,3,0,5
LOC401913,0,0,0,1,0
LOC401957,2,4,2,12,12
LOC402192,1,0,1,1,0
LOC402229,0,1,0,0,1
LOC402279,0,0,1,0,0
LOC402329,1,0,0,0,1
LOC403312,38,30,45,138,158
LOC439933,5,1,13,13,14
LOC440040,61,119,143,262,178
LOC440173,4,5,3,2,3
LOC440180,1,1,0,0,0
LOC440300,7,17,29,23,34
LOC440346,10,14,15,17,13
LOC440700,3,1,8,13,12
LOC440895,0,0,0,0,0
LOC440896,0,2,0,0,0
LOC440910,0,7,8,1,2
LOC441179,1,0,0,4,4
LOC441204,159,425,268,434,782
LOC441239,8,27,20,20,51
LOC441320,0,0,0,1,1
LOC441666,62,109,105,173,178
LOC441750,1,0,0,0,0
LOC441880,0,0,0,1,3
LOC441887,0,0,0,0,0
LOC441996,0,0,2,1,2
LOC442028,20,13,10,28,26
LOC442041,2,0,2,0,1
LOC442087,5,3,4,5,7
LOC442155,7,4,9,18,21
LOC442172,0,0,0,0,0
LOC442225,0,0,0,0,0
LOC442292,0,0,0,4,1
LOC442445,0,0,0,0,0
LOC442497,5,9,13,10,10
LOC442517,1,0,0,0,0
LOC541473,2,1,0,7,6
LOC554206,40,42,55,51,68
LOC554249,35,19,35,65,83
LOC574538,55,54,31,63,65
LOC613038,4,4,21,6,4
LOC613206,6,2,4,3,6
LOC641695,1,2,0,0,0
LOC642361,27,27,60,29,65
LOC642366,64,75,18,90,259
LOC642474,0,0,0,0,0
LOC642484,3,2,6,6,6
LOC643014,0,0,0,1,0
LOC643015,10,7,8,39,15
LOC643067,0,0,0,0,1
LOC643172,0,1,0,0,0
LOC643201,17,27,10,17,24
LOC643307,3,3,3,3,4
LOC643342,1,1,0,1,1
LOC643348,1,1,0,0,0
LOC643381,0,0,0,0,0
LOC643542,2,5,4,4,15
LOC643630,11,38,10,16,2
LOC643709,0,0,0,0,0
LOC643802,0,0,0,0,0
LOC644090,0,6,1,7,5
LOC644135,1,5,3,3,6
LOC644335,0,0,0,0,0
LOC644456,19,24,28,35,31
LOC644584,5,2,1,5,11
LOC644656,2,4,12,6,5
LOC644669,0,0,0,0,2
LOC644746,1,0,0,0,0
LOC644909,1,5,1,2,7
LOC645188,1,0,0,0,1
LOC645202,0,0,0,0,0
LOC645266,1,1,0,1,1
LOC645397,0,1,0,1,6
LOC645405,0,1,0,1,1
LOC645433,2,6,5,9,3
LOC645482,4,3,1,3,5
LOC645485,9,9,11,18,28
LOC645852,0,1,0,0,0
LOC645853,1,4,8,11,7
LOC646012,0,0,0,0,0
LOC646071,0,0,0,0,0
LOC646112,1,1,0,1,5
LOC646216,1,1,1,1,1
LOC646506,0,0,0,0,0
LOC646588,8,4,11,9,19
LOC646616,1,3,2,9,13
LOC646665,11,7,21,19,9
LOC646666,0,2,1,2,3
LOC646674,2,5,6,19,9
LOC646801,0,0,0,0,0
LOC646804,0,0,1,1,0
LOC646828,1,0,3,1,0
LOC646870,3,9,6,11,5
LOC646938,0,0,0,1,0
LOC647132,0,0,1,2,0
LOC647208,0,0,0,0,0
LOC648442,0,0,0,0,0
LOC648987,79,58,107,134,160
LOC649133,0,0,0,0,0
LOC650024,0,0,0,0,0
LOC651337,6,18,15,19,12
LOC651644,7,13,12,30,12
LOC652276,169,229,222,308,397
LOC652549,0,0,1,1,1
LOC654780,1,2,1,3,9
LOC728138,189,175,164,181,117
LOC728178,30,35,34,53,52
LOC728307,0,8,1,0,13
LOC728485,41,30,38,37,48
LOC728488,19,41,35,43,53
LOC728506,1,2,1,3,2
LOC728554,68,35,139,167,125
LOC728587,0,0,0,0,0
LOC728660,0,0,0,0,0
LOC728752,143,162,114,202,226
LOC728755,0,2,1,8,6
LOC728877,24,55,70,48,109
LOC728975,29,13,15,42,26
LOC729126,4,7,8,13,4
LOC729141,5,0,0,2,8
LOC729254,0,0,0,0,0
LOC729532,0,0,0,1,0
LOC729558,1,4,1,1,2
LOC729652,25,37,40,88,70
LOC729654,8,17,16,15,41
LOC729707,0,0,0,0,0
LOC729815,4,1,0,11,0
LOC729867,22,30,33,33,75
LOC730021,0,0,6,0,0
LOC730098,9,6,9,16,7
LOC730100,4,2,1,2,11
LOC730101,42,27,75,31,68
LOC730183,20,16,60,27,20
LOC730338,0,0,1,0,0
LOC731157,0,0,3,2,12
LOC731755,0,0,0,0,0
LOC732229,0,0,0,0,0
LOC751837,9,0,8,1,6
LOC780529,2,2,5,2,1
LOC84214,0,0,0,0,2
LOC91370,0,0,1,0,0
LOC93429,113,60,170,111,143
LOC93463,2,4,0,7,4
LOC93622,758,880,893,1235,2361
LOH12CR2,127,83,135,228,292
LONP1,4583,4291,6870,7484,6684
LONP2,2354,2781,2532,4632,7247
LONRF1,473,634,666,996,1609
LONRF2,9962,14423,7402,16258,36277
LONRF2P1,0,1,2,0,0
LONRF3,70,58,61,148,176
LORICRIN,15,3,50,5,6
LOX,53,103,125,99,186
LOXHD1,129,280,63,825,188
LOXL1,102,140,240,190,188
LOXL1-AS1,130,165,109,289,354
LOXL2,117,100,165,187,189
LOXL3,189,169,291,338,372
LOXL4,26,31,60,56,81
LPA,2,4,17,14,12
LPAL2,13,17,13,22,34
LPAR1,14074,2808,16004,6704,8997
LPAR2,174,150,282,258,300
LPAR3,48,115,203,42,217
LPAR4,21,30,113,42,133
LPAR5,106,85,144,121,232
LPAR6,161,125,134,251,397
LPCAT1,959,873,1158,1452,2646
LPCAT2,279,183,300,224,453
LPCAT2BP,4,9,3,15,13
LPCAT3,441,354,386,448,790
LPCAT4,3976,4016,4173,8681,7359
LPGAT1,3351,3734,2538,5575,9156
LPGAT1-AS1,0,0,0,1,1
LPGAT1P1,1,0,5,8,2
LPIN1,3307,3177,3197,6602,7444
LPIN2,2796,4415,2628,6722,11950
LPIN3,131,196,346,394,256
LPL,3920,7662,3223,13083,14320
LPO,21,29,30,33,42
LPP,1638,1481,1964,3178,4727
LPP-AS1,0,0,0,0,0
LPP-AS2,38,65,98,92,152
LPXN,169,143,230,232,351
LRAT,144,278,512,370,1039
LRATD1,1708,2217,2213,2828,3710
LRATD2,283,239,490,646,725
LRBA,872,1310,755,1359,3102
LRCH1,311,172,222,295,466
LRCH2,318,363,382,663,1231
LRCH3,1079,821,1230,1736,2103
LRCH4,1864,1670,3543,3099,2014
LRCOL1,15,6,11,11,2
LRFN1,892,762,1708,1127,1055
LRFN2,275,53,729,90,259
LRFN3,1195,1297,1897,1808,2212
LRFN4,1019,931,2375,1288,1169
LRFN5,477,321,580,475,1133
LRG1,12,3,3,9,9
LRGUK,34,45,60,51,85
LRIF1,166,279,286,608,757
LRIG1,2204,2568,4245,5022,7621
LRIG2,614,608,735,1007,1573
LRIG2-DT,66,52,95,106,106
LRIG3,121,64,157,138,184
LRIT1,7,2,1,7,9
LRIT2,52,84,64,205,171
LRIT3,28,8,19,22,24
LRMDA,73,72,72,160,244
LRP1,19992,37770,37099,57278,67890
LRP1-AS,5,9,1,19,9
LRP10,3907,2639,5150,6803,6901
LRP11,1645,1908,1762,3436,5323
LRP12,558,917,554,1148,2288
LRP1B,1073,1391,1532,2262,4750
LRP2,1514,222,692,908,745
LRP2BP,245,288,444,398,527
LRP3,11434,15157,18369,21035,11902
LRP4,3624,3347,5677,9693,12293
LRP4-AS1,9,15,25,40,28
LRP5,1118,956,1979,2101,1979
LRP5L,116,94,145,151,113
LRP6,891,913,1029,2011,3131
LRP8,798,631,922,1485,2318
LRPAP1,6221,8332,8220,18313,11502
LRPPRC,3150,3549,2700,5292,11727
LRR1,27,19,30,35,43
LRRC1,262,166,362,429,485
LRRC10,0,0,0,0,0
LRRC10B,3178,5045,3685,7536,4776
LRRC14,1427,1541,1920,2819,2730
LRRC14B,80,125,91,97,134
LRRC15,16,11,13,7,66
LRRC17,48,24,30,91,86
LRRC18,0,9,7,5,10
LRRC19,20,21,30,42,42
LRRC2,42,64,230,125,197
LRRC2-AS1,1,3,4,1,1
LRRC20,1919,1929,2137,2872,3651
LRRC23,365,561,833,636,841
LRRC24,0,0,0,0,0
LRRC25,14,10,27,33,43
LRRC26,4,2,1,0,3
LRRC27,642,729,849,1148,1401
LRRC28,336,317,377,717,993
LRRC29,207,248,321,613,343
LRRC3,27,37,73,53,91
LRRC3-DT,5,5,7,9,5
LRRC30,0,0,0,0,0
LRRC31,3,1,7,9,4
LRRC32,1636,470,877,1881,1264
LRRC34,64,125,150,227,374
LRRC34P2,0,0,0,0,0
LRRC36,63,38,46,84,47
LRRC37A,39,33,34,65,48
LRRC37A11P,6,9,8,16,12
LRRC37A13P,0,0,0,0,1
LRRC37A14P,0,0,1,0,1
LRRC37A15P,15,7,5,22,15
LRRC37A17P,518,462,464,696,877
LRRC37A2,319,198,94,262,263
LRRC37A3,388,342,529,388,632
LRRC37A5P,16,13,28,33,40
LRRC37A6P,136,413,167,367,648
LRRC37B,312,368,480,560,742
LRRC38,4,11,9,14,12
LRRC39,39,36,62,100,83
LRRC3B,277,270,305,579,895
LRRC3C,1,1,9,2,0
LRRC4,1828,2441,2778,3497,5055
LRRC40,361,320,544,709,1150
LRRC41,2088,2107,2630,3636,4778
LRRC42,215,207,289,428,674
LRRC43,150,263,293,369,291
LRRC45,502,468,935,937,573
LRRC46,35,196,372,139,128
LRRC47,1367,1412,1941,2307,2961
LRRC49,929,790,654,1243,1691
LRRC4B,21161,22021,38343,21957,22786
LRRC4C,1665,2019,1614,4590,8980
LRRC52,0,0,1,3,5
LRRC52-AS1,1,0,1,2,2
LRRC53,0,1,12,2,5
LRRC55,417,128,190,237,762
LRRC56,845,1516,1275,2904,1693
LRRC57,143,153,277,270,385
LRRC58,1540,1616,2101,4379,5948
LRRC59,1365,1447,1214,2237,2709
LRRC6,220,293,240,585,707
LRRC61,647,688,703,1109,1175
LRRC63,46,6,34,31,34
LRRC66,24,22,28,39,39
LRRC69,5,5,18,15,17
LRRC6P1,0,0,0,0,0
LRRC7,3133,4754,2539,6502,10035
LRRC70,9,6,8,5,8
LRRC71,10,139,268,52,74
LRRC72,1,1,2,2,2
LRRC73,376,692,600,935,1141
LRRC74A,2,0,6,3,4
LRRC74B,7,324,237,72,66
LRRC75A,249,319,489,561,540
LRRC75B,633,505,1154,956,824
LRRC77P,0,15,11,2,4
LRRC8A,4797,3404,7227,6759,9668
LRRC8B,1365,1658,1623,2811,5481
LRRC8C,675,562,492,824,1869
LRRC8C-DT,89,64,133,131,178
LRRC8D,1076,615,946,1169,2321
LRRC8E,4,2,7,14,6
LRRC9,40,98,90,74,175
LRRCC1,677,351,753,935,1125
LRRD1,8,3,11,16,15
